MovieName,Year,IMDbRating,IMDbVotes,Awards,Language,AltText
Country Strong,2010,6.3,15899,404,English,"country strong,country strong 2010"
Couples Retreat,2009,5.5,91865,404,"English,Ukrainian","couples retreat,couples retreat 2009"
Courageous,2011,7,17104,404,English,"courageous,courageous 2011"
Cow Belles,2006,5.3,4884,404,English,"cow belles,cow belles 2006"
Cowards Bend the Knee,2003,7.1,1160,404,English,"cowards bend the knee,cowards bend the knee 2003"
Cowboy Bebop: The Movie,2001,7.9,37509,404,"Japanese,English","cowboy bebop the movie,cowboy bebop the movie 2001,Cowboy Bebop The Movie,cowboybebopthemovie"
Contest,2013,5.7,589,404,"English,Italian","contest,contest 2013"
"Continental, un film sans fusil",2007,6.9,575,404,"French,English","continental un film sans fusil,continental un film sans fusil 2007,Continental un film sans fusil,continentalunfilmsansfusil"
Contraband,2012,6.5,109104,404,"English,Spanish","contraband,contraband 2012"
Contracted,2013,5.3,12444,404,English,"contracted,contracted 2013"
Contracted: Phase II,2015,5.1,3587,404,English,"contracted phase ii,contracted phase ii 2015,Contracted Phase II,contractedphaseii"
Control,2007,7.7,55854,404,English,"control,control 2007"
Consumed,2015,5.6,1384,404,English,"consumed,consumed 2015"
Control Factor,2003,5.2,914,404,English,"control factor,control factor 2003"
Control,2004,6.2,6611,404,English,"control,control 2004"
Complete Unknown,2016,5.4,4473,404,"English,Persian","complete unknown,complete unknown 2016"
Common Law,2012,8,5548,404,English,"common law,common law 2012"
Computer Chess,2013,6.3,3775,404,English,"computer chess,computer chess 2013"
Coyote Waits,2003,7.3,516,404,"English,Navajo,Vietnamese","coyote waits,coyote waits 2003"
CQ,2001,6.3,4271,404,"English,French,Italian","cq,cq 2001"
Cracked,2013,7.1,1604,404,English,"cracked,cracked 2013"
Cracker,2006,7.8,1192,404,English,"cracker,cracker 2006"
Cowboy Up,2001,5.8,694,404,English,"cowboy up,cowboy up 2001"
Cowboys & Angels,2003,7,2366,404,English,"cowboys angels,cowboys angels 2003,Cowboys Angels,cowboysangels"
Court,2014,7.7,2488,404,"Marathi,Gujarati,English,Hindi","court,court 2014"
Cowgirls 'n Angels,2012,6.2,1278,404,English,"cowgirls n angels,cowgirls n angels 2012,Cowgirls n Angels,cowgirlsnangels"
Comrade Detective,2017,7.3,1438,404,"Romanian,English,English","comrade detective,comrade detective 2017"
Conan,2010,8.1,18976,404,English,"conan,conan 2010"
Conan the Barbarian,2011,5.2,88516,404,English,"conan the barbarian,conan the barbarian 2011"
Conception,2011,5.4,1122,404,English,"conception,conception 2011"
Concussion,2015,7.1,73671,404,English,"concussion,concussion 2015"
Condor,2018,7.8,3545,404,English,"condor,condor 2018"
Confess,2017,8.3,1410,404,English,"confess,confess 2017"
Confessions of a Dangerous Mind,2002,7.1,77069,404,"English,Spanish","confessions of a dangerous mind,confessions of a dangerous mind 2002"
Confessions of a Shopaholic,2009,5.9,69255,404,"English,Finnish","confessions of a shopaholic,confessions of a shopaholic 2009"
Confessions of an American Bride,2005,5.1,1016,404,English,"confessions of an american bride,confessions of an american bride 2005"
Confetti,2006,5.8,4673,404,English,"confetti,confetti 2006"
Confidence,2003,6.7,31570,404,English,"confidence,confidence 2003"
Confined,2010,5.4,524,404,English,"confined,confined 2010"
Confirmation,2016,6.8,4103,404,English,"confirmation,confirmation 2016"
"Connasse, princesse des coeurs",2015,5.5,953,404,"French,English","connasse princesse des coeurs,connasse princesse des coeurs 2015,Connasse princesse des coeurs,connasseprincessedescoeurs"
Connie and Carla,2004,6.3,7274,404,English,"connie and carla,connie and carla 2004"
Conspiracy,2001,7.8,15732,404,"English,German","conspiracy,conspiracy 2001"
Constantine,2005,7,267699,404,"English,Filipino,Tagalog","constantine,constantine 2005"
Constantine: City of Demons,2018,8.2,1111,404,English,"constantine city of demons,constantine city of demons 2018,Constantine City of Demons,constantinecityofdemons"
Contact High,2009,6.5,990,404,"German,English","contact high,contact high 2009"
Contagion,2011,6.6,196580,404,"English,Mandarin,Cantonese","contagion,contagion 2011"
Container,2006,5.2,774,404,"English,Swedish","container,container 2006"
Containment,2016,7.3,8491,404,English,"containment,containment 2016"
Comedy Bang! Bang!,2012,7.6,3128,404,English,"comedy bang bang,comedy bang bang 2012,Comedy Bang Bang,comedybangbang"
Comedians in Cars Getting Coffee,2012,8.1,7537,404,English,"comedians in cars getting coffee,comedians in cars getting coffee 2012"
Coming Home for Christmas,2017,6.8,817,404,English,"coming home for christmas,coming home for christmas 2017"
Comes a Bright Day,2012,6.1,1397,404,English,"comes a bright day,comes a bright day 2012"
Comet,2014,6.8,15564,404,English,"comet,comet 2014"
Comfort and Joy,2003,6.2,792,404,English,"comfort and joy,comfort and joy 2003"
Committed,2014,6.2,700,404,"English,Greek","committed,committed 2014"
Like a Brother,2005,5.2,832,404,"French,English","like a brother,like a brother 2005"
Comic Book Men,2012,7.7,4700,404,English,"comic book men,comic book men 2012"
Command Performance,2009,5.7,2874,404,"English,Russian","command performance,command performance 2009"
Coming & Going,2011,5.5,564,404,English,"coming going,coming going 2011,Coming Going,cominggoing"
Comeback Season,2006,5.9,1134,404,English,"comeback season,comeback season 2006"
Comedy Nights with Kapil,2013,8.3,3970,404,Hindi,"comedy nights with kapil,comedy nights with kapil 2013"
Coming Through the Rye,2015,6.3,581,404,English,"coming through the rye,coming through the rye 2015"
Comme t'y es belle!,2006,5.3,651,404,"French,English","comme ty es belle,comme ty es belle 2006,Comme ty es belle,commetyesbelle"
Common,2014,7.3,1144,404,English,"common,common 2014"
Company,2002,8,12275,404,Hindi,"company,company 2002"
Company,2011,7.6,885,404,English,"company,company 2011"
Compliance,2012,6.4,27821,404,English,"compliance,compliance 2012"
Complications,2015,7.2,2228,404,English,"complications,complications 2015"
Complicit,2013,6.4,535,404,English,"complicit,complicit 2013"
Dawn Anna,2005,7,847,404,English,"dawn anna,dawn anna 2005"
Dawn of the Dead,2004,7.3,215019,404,English,"dawn of the dead,dawn of the dead 2004"
Day 5,2016,8.1,660,404,English,"day 5,day 5 2016"
Day Night Day Night,2006,6.2,1960,404,English,"day night day night,day night day night 2006"
Day of the Falcon,2011,6.7,9948,404,English,"day of the falcon,day of the falcon 2011"
Game of Swords,2006,5.6,1603,404,English,"game of swords,game of swords 2006"
Day Zero,2007,6,2622,404,English,"day zero,day zero 2007"
Daybreakers,2009,6.5,114340,404,English,"daybreakers,daybreakers 2009"
Daydream Nation,2010,6.4,11502,404,English,"daydream nation,daydream nation 2010"
Daylight Robbery,2008,6.1,1738,404,English,"daylight robbery,daylight robbery 2008"
Daylight's End,2016,5.4,3546,404,English,"daylights end,daylights end 2016,Daylights End,daylightsend"
De ce eu?,2015,7.5,1613,404,"Romanian,English","de ce eu,de ce eu 2015,De ce eu,deceeu"
De Dana Dan,2009,5.3,5674,404,Hindi,"de dana dan,de dana dan 2009"
De grot,2001,6.7,631,404,"Dutch,English,French,Thai","de grot,de grot 2001"
The Heineken Kidnapping,2011,6.5,4597,404,"Dutch,English,French","the heineken kidnapping,the heineken kidnapping 2011"
I Want to Be a Soldier,2010,6,643,404,English,"i want to be a soldier,i want to be a soldier 2010"
Involuntary,2008,7.1,3771,404,"Swedish,English","involuntary,involuntary 2008"
The Deflowering of Eva van End,2012,6.5,842,404,"Dutch,German,English","the deflowering of eva van end,the deflowering of eva van end 2012"
Twin Sisters,2002,7.5,5978,404,"Dutch,German,English,French","twin sisters,twin sisters 2002"
De-Lovely,2004,6.6,10178,404,"English,French,Italian","delovely,delovely 2004"
Dead & Breakfast,2004,5.8,5430,404,"English,French,American Sign Language","dead breakfast,dead breakfast 2004,Dead Breakfast,deadbreakfast"
Dead Air,2009,5.3,2081,404,English,"dead air,dead air 2009"
Dead Awake,2001,5.3,621,404,English,"dead awake,dead awake 2001"
Dead Birds,2004,5.7,8749,404,English,"dead birds,dead birds 2004"
Dead Bodies,2003,6.3,817,404,English,"dead bodies,dead bodies 2003"
Dead End,2003,6.6,22790,404,English,"dead end,dead end 2003"
Dead Europe,2012,5.4,543,404,"English,Greek,French,Hungarian","dead europe,dead europe 2012"
Dead Fish,2005,5.3,3035,404,English,"dead fish,dead fish 2005"
Dead Heat,2002,5.4,1152,404,English,"dead heat,dead heat 2002"
Dead in 5 Heartbeats,2013,6.4,737,404,English,"dead in 5 heartbeats,dead in 5 heartbeats 2013"
Dead Man Down,2013,6.5,59995,404,"English,French,Albanian,Spanish,Hungarian","dead man down,dead man down 2013"
Dead Man Running,2009,6.1,3703,404,English,"dead man running,dead man running 2009"
Dead Man's Shoes,2004,7.7,44505,404,English,"dead mans shoes,dead mans shoes 2004,Dead Mans Shoes,deadmansshoes"
Dead of Summer,2016,6.2,3713,404,English,"dead of summer,dead of summer 2016"
Dead Over Heels: An Aurora Teagarden Mystery,2017,7,530,404,English,"dead over heels an aurora teagarden mystery,dead over heels an aurora teagarden mystery 2017,Dead Over Heels An Aurora Teagarden Mystery,deadoverheelsanaurorateagardenmystery"
Dead Scared,2004,5.6,1563,404,English,"dead scared,dead scared 2004"
Dead Shack,2017,5.6,1291,404,English,"dead shack,dead shack 2017"
Dead Silence,2007,6.2,76477,404,English,"dead silence,dead silence 2007"
Dead Snow 2: Red vs. Dead,2014,6.9,19710,404,"Norwegian,English,German","dead snow 2 red vs dead,dead snow 2 red vs dead 2014,Dead Snow 2 Red vs Dead,deadsnow2redvsdead"
Deadfall,2012,6.3,35757,404,English,"deadfall,deadfall 2012"
Deadgirl,2008,5.7,17115,404,English,"deadgirl,deadgirl 2008"
Deadheads,2011,5.4,4776,404,English,"deadheads,deadheads 2011"
Deadline,2011,8.2,591,404,English,"deadline,deadline 2011"
Deadly Impact,2010,5.3,2258,404,English,"deadly impact,deadly impact 2010"
Deadly Possessions,2016,6.8,501,404,English,"deadly possessions,deadly possessions 2016"
Deadman Wonderland,2011,7.4,6851,404,"Japanese,English","deadman wonderland,deadman wonderland 2011"
Deadpool,2016,8,765228,404,English,"deadpool,deadpool 2016"
Deadpool 2,2018,7.9,274266,404,English,"deadpool 2,deadpool 2 2018"
Deal,2008,5.4,4175,404,English,"deal,deal 2008"
Dealer,2004,7.1,821,404,"Hungarian,English,German","dealer,dealer 2004"
Dealin' with Idiots,2013,5.4,1126,404,English,"dealin with idiots,dealin with idiots 2013,Dealin with Idiots,dealinwithidiots"
Dean,2016,6.3,853,404,English,"dean,dean 2016"
My Talks with Dean Spanley,2008,7.2,3023,404,English,"my talks with dean spanley,my talks with dean spanley 2008"
Dear Dumb Diary,2013,5.7,539,404,English,"dear dumb diary,dear dumb diary 2013"
Dear Eleanor,2016,6,1328,404,English,"dear eleanor,dear eleanor 2016"
Dear Frankie,2004,7.8,19730,404,"English,British Sign Language","dear frankie,dear frankie 2004"
Dear John,2010,6.3,123214,404,English,"dear john,dear john 2010"
Dear Lemon Lima,2009,6.5,1025,404,English,"dear lemon lima,dear lemon lima 2009"
Dear Mr. Gacy,2010,6.4,2697,404,English,"dear mr gacy,dear mr gacy 2010,Dear Mr Gacy,dearmrgacy"
Dear Santa,2011,6.5,1813,404,English,"dear santa,dear santa 2011"
Dear Wendy,2005,6.6,9334,404,English,"dear wendy,dear wendy 2005"
Dear White People,2014,6.1,22980,404,English,"dear white people,dear white people 2014"
Dear White People,2017,6.3,17005,404,English,"dear white people,dear white people 2017"
Dear Zindagi,2016,7.7,28966,404,Hindi,"dear zindagi,dear zindagi 2016"
Death and Cremation,2010,5.9,623,404,English,"death and cremation,death and cremation 2010"
Death at a Funeral,2007,7.4,99129,404,English,"death at a funeral,death at a funeral 2007"
Death at a Funeral,2010,5.7,40431,404,English,"death at a funeral,death at a funeral 2010"
Death Clique,2014,5.6,1027,404,English,"death clique,death clique 2014"
Death Defying Acts,2007,5.8,8938,404,"English,Hungarian","death defying acts,death defying acts 2007"
Dadnapped,2009,5.1,2318,404,English,"dadnapped,dadnapped 2009"
Dagon,2001,6.3,14410,404,"English,Gallegan,Spanish","dagon,dagon 2001"
Daisy Diamond,2007,6.1,975,404,"Danish,Swedish,English","daisy diamond,daisy diamond 2007"
Dakota Skye,2008,6.6,2969,404,English,"dakota skye,dakota skye 2008"
Dakota's Summer,2014,5.8,697,404,English,"dakotas summer,dakotas summer 2014,Dakotas Summer,dakotassummer"
Dallas 362,2003,6.2,1075,404,English,"dallas 362,dallas 362 2003"
Dallas Buyers Club,2013,8,387759,404,"English,Japanese","dallas buyers club,dallas buyers club 2013"
Daltry Calhoun,2005,5.2,2084,404,English,"daltry calhoun,daltry calhoun 2005"
Damage,2009,5.8,6379,404,English,"damage,damage 2009"
Damsel,2018,5.5,1037,404,English,"damsel,damsel 2018"
Damsels in Distress,2011,5.7,8309,404,English,"damsels in distress,damsels in distress 2011"
Darkness,2002,5.4,17674,404,English,"darkness,darkness 2002"
Darknet,2013,7.6,1781,404,English,"darknet,darknet 2013"
Darling,2015,5.6,2108,404,English,"darling,darling 2015"
Darling Companion,2012,5.1,2825,404,English,"darling companion,darling companion 2012"
Darna Mana Hai,2003,6.3,2315,404,Hindi,"darna mana hai,darna mana hai 2003"
Darna Zaroori Hai - You Gotta Be Scared,2006,5.4,1524,404,Hindi,"darna zaroori hai you gotta be scared,darna zaroori hai you gotta be scared 2006"
The Experiment,2001,7.7,85416,404,"German,English","the experiment,the experiment 2001"
Das Tagebuch der Anne Frank,2016,6.8,552,404,"German,English","das tagebuch der anne frank,das tagebuch der anne frank 2016"
Dasvidaniya,2008,7.9,4900,404,"Hindi,English,Russian","dasvidaniya,dasvidaniya 2008"
Date and Switch,2014,5.8,6845,404,"English,Spanish","date and switch,date and switch 2014"
Date Night,2010,6.3,141068,404,"English,Hebrew","date night,date night 2010"
Date with Love,2016,6.1,1252,404,English,"date with love,date with love 2016"
Dater's Handbook,2016,6.1,1153,404,English,"daters handbook,daters handbook 2016,Daters Handbook,datershandbook"
Dating Rules from My Future Self,2012,7.3,773,404,English,"dating rules from my future self,dating rules from my future self 2012"
Dave Made a Maze,2017,6.2,2922,404,English,"dave made a maze,dave made a maze 2017"
David,2013,6.3,2249,404,"Tamil,Hindi","david,david 2013"
David & Layla,2005,6.3,821,404,English,"david layla,david layla 2005,David Layla,davidlayla"
David Blaine: Real or Magic,2013,7.7,1205,404,English,"david blaine real or magic,david blaine real or magic 2013,David Blaine Real or Magic,davidblainerealormagic"
David Brent: Life on the Road,2016,6.3,13686,404,English,"david brent life on the road,david brent life on the road 2016,David Brent Life on the Road,davidbrentlifeontheroad"
David's Birthday,2009,6.4,2016,404,"Italian,English","davids birthday,davids birthday 2009,Davids Birthday,davidsbirthday"
Cowboys & Aliens,2011,6,191102,404,"English,Apache languages","cowboys aliens,cowboys aliens 2011,Cowboys Aliens,cowboysaliens"
Cradle to Grave,2015,8.1,791,404,English,"cradle to grave,cradle to grave 2015"
Cradle 2 the Grave,2003,5.8,38045,404,"English,Mandarin,Korean","cradle 2 the grave,cradle 2 the grave 2003"
Crash,2008,6.8,1374,404,English,"crash,crash 2008"
Crackerjack,2002,6.8,2004,404,English,"crackerjack,crackerjack 2002"
Craig Ferguson: Tickle Fight,2017,6.5,504,404,English,"craig ferguson tickle fight,craig ferguson tickle fight 2017,Craig Ferguson Tickle Fight,craigfergusonticklefight"
Cracks,2009,6.7,17182,404,English,"cracks,cracks 2009"
Crank: High Voltage,2009,6.2,127466,404,English,"crank high voltage,crank high voltage 2009,Crank High Voltage,crankhighvoltage"
Crank,2006,7,216310,404,"English,Spanish,Korean","crank,crank 2006"
Crashing,2016,7.7,4422,404,English,"crashing,crashing 2016"
Crash Pad,2017,5.6,1397,404,English,"crash pad,crash pad 2017"
Crazy,2008,6.6,530,404,English,"crazy,crazy 2008"
Crazy Ex-Girlfriend,2015,7.7,11674,404,English,"crazy exgirlfriend,crazy exgirlfriend 2015"
Crazy as Hell,2002,6.1,896,404,English,"crazy as hell,crazy as hell 2002"
Crazy Heart,2009,7.3,77099,404,"English,Spanish","crazy heart,crazy heart 2009"
Crazy for Christmas,2005,6.4,800,404,English,"crazy for christmas,crazy for christmas 2005"
Crazy Kind of Love,2013,5.9,1593,404,English,"crazy kind of love,crazy kind of love 2013"
Crashing,2017,7.3,2982,404,English,"crashing,crashing 2017"
Crazy on the Outside,2010,5.6,5133,404,"English,French,Cantonese","crazy on the outside,crazy on the outside 2010"
CrazySexyCool: The TLC Story,2013,7.8,1901,404,English,"crazysexycool the tlc story,crazysexycool the tlc story 2013,CrazySexyCool The TLC Story,crazysexycoolthetlcstory"
"Crazy, Stupid, Love.",2011,7.4,425081,404,English,"crazy stupid love,crazy stupid love 2011,Crazy Stupid Love,crazystupidlove"
Crazy/Beautiful,2001,6.5,22644,404,English,"crazybeautiful,crazybeautiful 2001,CrazyBeautiful"
Crazyhead,2016,7.4,3254,404,English,"crazyhead,crazyhead 2016"
Creation,2009,6.7,12574,404,English,"creation,creation 2009"
Creative Control,2015,5.4,1813,404,English,"creative control,creative control 2015"
Creep,2014,6.3,26552,404,English,"creep,creep 2014"
Creature Comforts,2003,8,1429,404,English,"creature comforts,creature comforts 2003"
Creed,2015,7.6,202113,404,"English,Spanish","creed,creed 2015"
Cremaster 3,2002,7.2,1235,404,"English,Irish,Hebrew","cremaster 3,cremaster 3 2002"
Creep 2,2017,6.4,10616,404,English,"creep 2,creep 2 2017"
Criminal,2004,6.4,9370,404,"English,Spanish","criminal,criminal 2004"
Love Crime,2010,6.5,4646,404,"French,English,Japanese","love crime,love crime 2010"
Crime and Punishment,2002,6.4,529,404,"English,Polish","crime and punishment,crime and punishment 2002"
Crime Spree,2003,6.6,4915,404,"English,French","crime spree,crime spree 2003"
Crime and Punishment,2002,7.7,578,404,English,"crime and punishment,crime and punishment 2002"
Crime Scene Cleaner,2011,8.5,3598,404,"German,English","crime scene cleaner,crime scene cleaner 2011"
Criminal,2016,6.3,48763,404,"English,French","criminal,criminal 2016"
Criminal Activities,2015,5.8,7296,404,English,"criminal activities,criminal activities 2015"
Crimson Peak,2015,6.5,114300,404,English,"crimson peak,crimson peak 2015"
Criminal Minds,2005,8.1,130603,404,English,"criminal minds,criminal minds 2005"
Crisis,2014,7.2,7714,404,English,"crisis,crisis 2014"
Criminal Minds: Suspect Behavior,2011,6.4,4401,404,English,"criminal minds suspect behavior,criminal minds suspect behavior 2011,Criminal Minds Suspect Behavior,criminalmindssuspectbehavior"
Crisis in Six Scenes,2016,6.7,3232,404,English,"crisis in six scenes,crisis in six scenes 2016"
Crimean,2014,7.4,847,404,German,"crimean,crimean 2014"
Cupcake Wars,2009,5.8,727,404,English,"cupcake wars,cupcake wars 2009"
CubeÂº: Cube Zero,2004,5.7,32706,404,"English,French,Spanish","cube cube zero,cube cube zero 2004,Cube Cube Zero,cubecubezero"
Cuban Fury,2014,6.2,16326,404,"English,Persian,Spanish","cuban fury,cuban fury 2014"
CubeÂ_: Hypercube,2002,5.6,56664,404,English,"cube hypercube,cube hypercube 2002,Cube Hypercube,cubehypercube"
Cry Wolf,2005,5.9,24408,404,English,"cry wolf,cry wolf 2005"
Cupid,2009,7.3,1045,404,English,"cupid,cupid 2009"
CuÃ©ntame,2001,7.4,946,404,"Spanish,English,Swedish","cuntame,cuntame 2001,Cuntame"
Curious George,2006,6.5,14078,404,English,"curious george,curious george 2006"
Cut Bank,2014,6,9036,404,English,"cut bank,cut bank 2014"
Curious George 2: Follow That Monkey!,2009,5.6,801,404,English,"curious george 2 follow that monkey,curious george 2 follow that monkey 2009,Curious George 2 Follow That Monkey,curiousgeorge2followthatmonkey"
Cut!,2014,6.4,1303,404,English,"cut,cut 2014,Cut"
Cyrus,2010,6.3,31603,404,English,"cyrus,cyrus 2010"
Cut Snake,2014,5.8,1009,404,English,"cut snake,cut snake 2014"
Cutthroat Kitchen,2013,7.2,1439,404,English,"cutthroat kitchen,cutthroat kitchen 2013"
Cypher,2002,6.8,28413,404,English,"cypher,cypher 2002"
D-Day,2013,7.2,7877,404,Hindi,"dday,dday 2013"
In Another Country,2012,6.4,2573,404,"Korean,English,French","in another country,in another country 2012"
Da wan,2001,6.8,1753,404,"Mandarin,English,Japanese","da wan,da wan 2001"
Daddy's Little Girls,2007,5.5,6474,404,English,"daddys little girls,daddys little girls 2007,Daddys Little Girls,daddyslittlegirls"
Daddy's Home 2,2017,6,38689,404,English,"daddys home 2,daddys home 2 2017,Daddys Home 2,daddyshome2"
Daddy's Home,2015,6.1,90374,404,English,"daddys home,daddys home 2015,Daddys Home,daddyshome"
Running on Karma,2003,6.7,2526,404,"Cantonese,English,Hindi","running on karma,running on karma 2003"
Dates,2013,7.6,1508,404,English,"dates,dates 2013"
Dead Man's Cards,2006,5.7,529,404,English,"dead mans cards,dead mans cards 2006,Dead Mans Cards,deadmanscards"
Deadliest Warrior,2009,7.7,2818,404,English,"deadliest warrior,deadliest warrior 2009"
Death Fighter,2017,6.7,611,404,English,"death fighter,death fighter 2017"
Death in Paradise,2011,7.9,10092,404,English,"death in paradise,death in paradise 2011"
Death in Buenos Aires,2014,5.4,966,404,Spanish,"death in buenos aires,death in buenos aires 2014"
Death in Sarajevo,2016,6.5,692,404,"Bosnian,French,English","death in sarajevo,death in sarajevo 2016"
Deano and Nige's Best Last Day Ever,2012,5.8,757,404,English,"deano and niges best last day ever,deano and niges best last day ever 2012,Deano and Niges Best Last Day Ever,deanoandnigesbestlastdayever"
Death Note: Light Up the New World,2016,5.8,1772,404,"Japanese,English,Portuguese,Arabic,French","death note light up the new world,death note light up the new world 2016,Death Note Light Up the New World,deathnotelightupthenewworld"
Death of a President,2006,6.4,6680,404,"English,Arabic","death of a president,death of a president 2006"
Death Parade,2015,8,5135,404,"Japanese,English","death parade,death parade 2015"
Death of a Superhero,2011,7.1,3041,404,English,"death of a superhero,death of a superhero 2011"
Death Proof,2007,7,234822,404,English,"death proof,death proof 2007"
Death Sentence,2007,6.8,65161,404,English,"death sentence,death sentence 2007"
Debbie Macomber's Dashing Through the Snow,2015,6.7,1041,404,"English,Romanian,American Sign Language","debbie macombers dashing through the snow,debbie macombers dashing through the snow 2015,Debbie Macombers Dashing Through the Snow,debbiemacombersdashingthroughthesnow"
Death Valley,2011,7.9,4801,404,English,"death valley,death valley 2011"
Deathgasm,2015,6.3,13235,404,English,"deathgasm,deathgasm 2015"
Death Wish,2018,6.4,37489,404,English,"death wish,death wish 2018"
Deathwatch,2002,6,9516,404,"English,French,German","deathwatch,deathwatch 2002"
Death to Smoochy,2002,6.4,36514,404,English,"death to smoochy,death to smoochy 2002"
December Boys,2007,6.6,11027,404,"English,French","december boys,december boys 2007"
Deception,2013,6.6,3607,404,English,"deception,deception 2013"
Deception: Oo Pel Dan Myin,2018,8.9,1300,404,"Burmese,English","deception oo pel dan myin,deception oo pel dan myin 2018,Deception Oo Pel Dan Myin,deceptionoopeldanmyin"
Decoding Annie Parker,2013,6.3,2652,404,English,"decoding annie parker,decoding annie parker 2013"
My Grandfather's People,2011,8,6111,404,"Turkish,Greek,English","my grandfathers people,my grandfathers people 2011,My Grandfathers People,mygrandfatherspeople"
Deep Water,2016,6.9,1805,404,English,"deep water,deep water 2016"
Deepwater Horizon,2016,7.1,123843,404,English,"deepwater horizon,deepwater horizon 2016"
Deep State,2018,6.9,2407,404,English,"deep state,deep state 2018"
Dedh Ishqiya,2014,7.1,6298,404,"Hindi,Urdu","dedh ishqiya,dedh ishqiya 2014"
Deepwater,2005,5.3,1829,404,English,"deepwater,deepwater 2005"
Dedication,2007,6.8,6417,404,English,"dedication,dedication 2007"
Deewane Huye Paagal,2005,5.3,3522,404,Hindi,"deewane huye paagal,deewane huye paagal 2005"
Deewangee,2002,6.6,1992,404,Hindi,"deewangee,deewangee 2002"
Defendor,2009,6.8,33217,404,"English,Russian","defendor,defendor 2009"
Defying Gravity,2009,7.3,9289,404,English,"defying gravity,defying gravity 2009"
Degrassi Goes Hollywood,2009,6.8,668,404,English,"degrassi goes hollywood,degrassi goes hollywood 2009"
Deewaar: Let's Bring Our Heroes Home,2004,6.2,1208,404,Hindi,"deewaar lets bring our heroes home,deewaar lets bring our heroes home 2004,Deewaar Lets Bring Our Heroes Home,deewaarletsbringourheroeshome"
"Definitely, Maybe",2008,7.2,142097,404,English,"definitely maybe,definitely maybe 2008,Definitely Maybe,definitelymaybe"
Degrassi: Next Class,2016,7.1,1768,404,English,"degrassi next class,degrassi next class 2016,Degrassi Next Class,degrassinextclass"
Deception,2018,7.6,5833,404,English,"deception,deception 2018"
Deidra & Laney Rob a Train,2017,6.2,979,404,English,"deidra laney rob a train,deidra laney rob a train 2017,Deidra Laney Rob a Train,deidralaneyrobatrain"
Deja Vu,2006,7.1,268486,404,English,"deja vu,deja vu 2006"
Delirious,2006,6.5,5433,404,English,"delirious,delirious 2006"
Delirium,2018,5.6,2886,404,English,"delirium,delirium 2018"
Delhi-6,2009,6,5973,404,"Hindi,English","delhi6,delhi6 2009"
Delicious,2013,5.2,506,404,English,"delicious,delicious 2013"
Delhi Belly,2011,7.6,23298,404,"English,Hindi","delhi belly,delhi belly 2011"
Deiji,2006,7.6,5025,404,"Korean,Mandarin,English","deiji,deiji 2006"
Deliver Us from Eva,2003,6.1,5648,404,English,"deliver us from eva,deliver us from eva 2003"
Delirium,2014,6.9,1687,404,English,"delirium,delirium 2014"
Delicious,2016,6.8,728,404,English,"delicious,delicious 2016"
Delhi Safari,2012,5.7,1401,404,"Hindi,English","delhi safari,delhi safari 2012"
Deliver Us from Evil,2014,6.2,62046,404,"English,Spanish,Latin,Italian","deliver us from evil,deliver us from evil 2014"
Deliverance Creek,2014,6,528,404,English,"deliverance creek,deliverance creek 2014"
Delivery: The Beast Within,2013,5.4,930,404,English,"delivery the beast within,delivery the beast within 2013,Delivery The Beast Within,deliverythebeastwithin"
Delivering Milo,2001,5.8,1011,404,English,"delivering milo,delivering milo 2001"
Dementia,2015,5.1,1071,404,English,"dementia,dementia 2015"
The Good Cop,2004,5.9,1936,404,"Danish,Cantonese,English","the good cop,the good cop 2004"
Demolition,2015,7,73053,404,English,"demolition,demolition 2015"
Delivery Man,2013,6.4,68654,404,English,"delivery man,delivery man 2013"
The Red Baron,2008,6.4,10508,404,"German,English,French","the red baron,the red baron 2008"
Demonic,2015,5.3,11296,404,English,"demonic,demonic 2015"
Demon House,2018,5.7,4223,404,English,"demon house,demon house 2018"
Demonlover,2002,5.8,4032,404,"English,French,Japanese","demonlover,demonlover 2002"
Demon,2015,6.1,3679,404,"Polish,English,Yiddish","demon,demon 2015"
Departure,2015,6.8,1140,404,"English,French","departure,departure 2015"
Demoted,2011,5.4,1746,404,English,"demoted,demoted 2011"
The Third Wave,2003,6.3,3198,404,"Swedish,English,German,French,Dutch","the third wave,the third wave 2003"
Lessons of a Dream,2011,6.8,1582,404,"German,English","lessons of a dream,lessons of a dream 2011"
The 12th Man,2017,7.4,6952,404,"English,Norwegian,German,Saami","the 12th man,the 12th man 2017"
Love Is All You Need,2012,6.6,11459,404,"English,Danish,Italian","love is all you need,love is all you need 2012"
Sexual Dependency,2003,6.1,735,404,"English,Spanish","sexual dependency,sexual dependency 2003"
Denial,2016,6.6,15101,404,"English,German,Hebrew","denial,denial 2016"
Den of Thieves,2018,7,52778,404,"English,Polynesian","den of thieves,den of thieves 2018"
Derry Girls,2017,8.2,2201,404,English,"derry girls,derry girls 2017"
It Happened in Saint-Tropez,2013,5.5,778,404,"French,English,Italian","it happened in sainttropez,it happened in sainttropez 2013"
Den Brother,2010,5.6,1411,404,English,"den brother,den brother 2010"
Desamuduru,2007,6.1,988,404,"Telugu,Hindi","desamuduru,desamuduru 2007"
Descendants: Wicked World,2015,7.2,570,404,English,"descendants wicked world,descendants wicked world 2015,Descendants Wicked World,descendantswickedworld"
Descendants 2,2017,6.6,4557,404,English,"descendants 2,descendants 2 2017"
Descendants,2015,6.4,11282,404,English,"descendants,descendants 2015"
